30.1204	74.29
15.811	79.9738
19.6667	78.5333
15.63	77.28
23.8333	91.2667
27.18	78.02
19.0833	74.7333
23.03	72.58
23.7104	92.72
26.468	74.639
20.7333	77
27.88	78.08
26.4837	89.5667
25.455	81.84
9.5004	76.37
27.5667	76.6167
16.5833	82.0167
20.9333	77.75
30.3786	76.7725
31.6167	74.85
18.4167	83.9
17.68	83.02
14.6833	77.6
10.196	76.386
18.79	78.29
23.6833	86.9667
19.88	75.32
24.7704	84.38
22.65	88.34
25.2167	88.7667
23.25	87.0667
22.97	88.4
15.8889	80.47
22.2333	88.45
34.2	74.34
14.75	79.05
24.1	88.25
27.6204	81.6699
17.9229	77.5175
22.79	88.32
28.0181	73.3169
34.4225	74.6375
23.07	88.82
23.25	87.85
28.364	79.415
22.6572	88.8942
25.42	86.13
19.0558	79.4931
15.8667	74.5
15.15	76.915
12.9699	77.598
16.5167	80.6167
25.25	87.0167
22.8667	88.4167
21.765	72.1369
22.82	88.35
25.35	74.6333
16.5333	81.5333
17.8864	83.4471
19.1	77.9667
27.2172	77.49
19.3	72.85
21.2167	81.4333
28.7833	76.1333
19.3	73.0667
24.0299	73.0463
23.25	77.4167
20.2644	85.8281
23.2504	69.81
21.02	75.83
16.8244	75.7154
22.15	82.0167
18.5667	83.4167
18.67	77.9
17.4139	78.5783
19.32	84.8
28.03	79.09
28.4104	77.8484
21.3004	76.13
11.25	75.7667
26.4725	80.3311
19.95	79.3
15.82	80.35
22.7	85.63
22.8	88.37
30.7353	76.7911
22.8667	88.3833
12.9	76.39
13.0825	80.275
18.3	83.9
16.0892	80.1672
15.5819	79.868
18.6278	73.8131
24.8894	74.6239
13.2	79.1167
11	76.9667
12.8308	79.7078
11.75	79.75
14.4667	78.8167
15.25	74.1
20.45	85.8667
22.62	88.42
20.417	72.85
27.0417	88.2631
14.4667	75.9167
30.318	78.029
28.66	77.23
24.6561	84.4356
16.7	78.9333
20.9	74.7833
23.7928	86.435
14.4142	77.715
