-87.843283	34.44238135
-84.31929617	34.86412558
-94.20689787	43.20413984
-94.81058917	36.83587796
-75.80090451	41.82127676
-97.78493404	36.79651364
-101.6979407	40.52371008
-93.04127586	36.65473646
-119.7473502	39.15108405
-81.80953792	27.49319733
-92.02725586	35.53853919
-102.8298267	34.06860316
-109.8043936	37.62607487
-97.56825226	41.18687055
-76.45759104	40.36716938
-106.3065081	35.86926339
-97.85148899	34.48542286
-96.88123961	35.7027284
-91.13246684	41.77233777
-93.26256925	42.73270384
-98.73915959	37.6478469
-89.11732685	32.7532893
-93.40034649	37.61649452
-95.76328482	44.02216709
-92.56453089	39.83049768
-88.48885325	43.75354908
-86.15630295	36.39236244
-77.48515474	38.7478445
-102.0315682	31.86904128
-97.36618817	32.3788142
-98.94676915	30.31824095
-89.24316913	44.11328215
-113.7581706	35.70456821
-81.91185513	26.90579274
-100.4593928	39.78469039
-85.38857248	36.78661047
-97.60992207	44.02197882
-123.5552595	42.36551155
-124.1560919	42.45776177
-107.9992972	34.91240949
-83.59385271	44.68477825
-123.1126773	40.65059444
-86.85325062	34.45331009
-97.13966029	40.8724014
-99.26427063	36.42251383
-83.66630827	41.00178146
-74.43985937	42.90217659
-85.46543335	39.62002576
-91.47020839	38.94128519
-99.28576492	37.55841651
-88.51976883	34.61811436
-89.41050166	38.35241923
-65.88710242	18.33030521
-100.5556632	41.91358968
-90.02562128	37.3219182
-85.12848262	33.296853
-96.57266803	33.18822716
-101.3000364	33.61431553
-100.5295971	31.88933528
-85.71679611	36.71217333
-82.28452499	30.3309289
-98.21822331	39.7847206
-83.99005144	43.70716549
-79.74711644	35.00590629
-90.40672985	36.71638784
-95.75326093	43.67428858
-70.20524042	44.16543634
-76.35566972	37.1307115
-86.68040924	31.75252432
-81.17692946	35.92074753
-78.87606872	36.03605321
-98.90182925	47.71748723
-74.05833636	42.81832249
-93.72984216	44.37144158
-91.30516204	37.97649081
-89.95079634	34.3639856
-66.94265627	18.1724996
-66.49544792	18.05157356
-94.86032705	42.03617207
-92.7914653	42.40195716
-89.11764244	30.7900413
-98.56175096	43.7180875
-91.52194283	39.5275593
-100.2538401	33.17906744
-111.7705493	35.83875351
-108.2075581	40.61858161
-86.29001543	41.61670349
-91.20394825	34.67772323
-84.61945793	40.13381861
-88.57997736	34.88083218
-135.6386611	58.28575804
-83.18086561	29.98555842
-151.3897031	65.50922918
-79.40912354	36.58309677
-96.25062134	35.04854478
-99.47712748	46.45733694
-82.59842269	41.14651716
-83.76966912	40.13766698
-96.6539044	41.57781563
-96.26520163	40.39252282
-95.31015553	41.6850066
-93.73515113	42.73305373
-86.23847919	37.20904677
-84.60482908	43.29296993
-66.22191082	18.223828
-106.7988764	42.96194049
-99.3248686	39.35022485
-101.3031546	34.07227468
-101.4356444	32.30621324
-99.22629725	30.7177995
-77.29836489	38.8534472
-79.35459481	37.73052263
-65.81320794	18.34790658
-80.46503899	26.64741122
-87.35336964	40.34704622
-101.7842716	37.56304856
-164.0315808	64.91040617
-81.23712921	41.69689265
-78.40836693	36.36465914
-115.1333094	47.67490166
-88.64422567	30.86260363
-99.40436605	40.17656663
-151.5611779	60.2537748
-82.88008089	31.29704319
-77.55962422	36.67571583
-90.13189524	42.66021077
-81.45612561	39.7660752
-94.91640615	47.10785166
-86.80307723	38.7079435
-156.5692176	20.86402572
-94.64046046	42.38521079
-94.18176099	42.42794934
-101.3079758	37.56227336
-89.50664426	32.01792861
-89.43566372	38.88688243
-66.8582991	18.08109137
-93.02340823	37.68065861
-98.52795068	41.91485543
-84.42251355	42.24852059
-100.2558057	33.61643847
-97.65458625	33.215766
-79.44575305	37.78179822
-76.75989461	42.14122122
-102.3516289	34.06859623
-79.05960219	38.15909322
-87.72274477	30.72782468
-94.2279123	34.48595315
-120.4042917	35.38707354
-85.06053013	39.41429175
-84.36004407	38.69570469
-99.69538847	35.68852706
-97.24822334	46.93292237
-79.77527984	36.39621434
-104.3041733	32.47155056
-92.40209709	44.00380771
-122.0409443	40.76391106
-86.22810056	39.19645662
-91.91279069	36.09526565
-88.03335785	45.38289899
-97.52073009	41.57115154
-101.6959559	41.56896142
-105.8505392	34.64043207
-84.12710722	44.33486043
-91.54434433	40.98760854
-94.24234847	41.0277278
-94.93765473	47.97364569
-94.27237288	44.82372142
-66.5598922	18.37330319
-98.02280046	40.87318318
-92.78940097	43.0600053
-95.74323255	37.55937174
-91.28609183	44.726614
-102.5429428	31.86898877
-99.76049166	28.86623446
